Dates,1Y,2Y,3Y,5Y,7Y,10Y,20Y,30Y
1962-01-31,,,,,,,,
1962-02-28,0.0034185668921784184,,0.010852558586791563,0.013111016360355896,,0.011513084608391363,,
1962-03-30,0.0047946147796093155,,0.006761011656973411,0.010267560256576005,,0.014795445359244189,,
1962-04-30,0.0015454425058523727,,0.0005839008394070936,0.0016212687983586853,,0.0031611235488977485,,
1962-05-31,0.0032415195440403453,,0.005884163114939497,0.002091832560474111,,-9.626028752400278e-05,,
1962-06-29,0.0005786667147296475,,-0.0027184661409517447,-0.0014394765650535865,,-0.004887891356832409,,
1962-07-31,0.0014652445329655646,,0.001274273198530229,0.0004182780091542752,,3.81205816587904e-05,,
1962-08-31,0.0044394706060882,,0.008493172439533944,0.01029852121790236,,0.009839390956225642,,
1962-09-28,0.0036575619800070748,,0.0047382689975371895,0.003000001589411161,,0.004871836304555966,,
1962-10-31,0.0029315166733400962,,0.002474111176260149,0.003893429532397644,,0.0048573165073901685,,
1962-11-30,0.0019933764475890256,,0.001381900614453387,0.00522207623917215,,0.0032094046775821283,,
1962-12-31,0.00221337315945324,,0.0030736939467184694,0.004286812370685952,,0.008953778103779413,,
1963-01-31,0.002686311931187051,,0.0025147573856317447,-0.0010886100158691338,,0.0015204669015612703,,
1963-02-28,0.002580347399567444,,0.002522884442652166,0.001654914895906913,,-0.0025121282946592226,,
1963-03-29,0.0018549010426365383,,0.002255925247198664,0.0016801405929260595,,0.0024119252575162684,,
1963-04-30,0.0023598872221792153,,7.886054299876977e-05,0.0021498815094709756,,0.003233535660337905,,
1963-05-31,0.0017492723717951364,,0.0015314006936998125,0.0008349587462304528,,0.0024203580732942657,,
1963-06-28,0.002717979991803023,,0.0023947342413893147,0.001320910288975752,,-2.3830855827260128e-07,,
1963-07-31,-0.00014654987756422094,,-0.001409062038406609,0.0004707210167565367,,0.0032737397821989145,,
1963-08-30,0.0020669094009720394,,0.0019950213129815075,0.0009643355854309621,,0.0016528284551368619,,
1963-09-30,0.0029435415760119543,,0.00284737124281786,0.002774529070645097,,-0.0007469766107755684,,
1963-10-31,0.002140053983042531,,0.00040249936111020934,0.00013543113384590188,,-0.003095017487960324,,
1963-11-29,0.002480579513176975,,0.0026635795333612216,0.0041671614815465725,,0.00907554675472363,,
1963-12-31,0.0022618318996631996,,0.00023333565042194914,0.0001796139699217701,,-0.001487650183312611,,
1964-01-31,0.0037622551277053085,,0.0046787134567921025,0.004649008650704777,,0.0025803960510768697,,
1964-02-28,0.0017441410504110918,,0.0013690100615386196,0.0002149420395477466,,0.0009825457043195214,,
1964-03-31,0.0029339012905137012,,0.0008854872734962953,0.0007149931039301351,,-0.0005877775578635918,,
1964-04-30,0.004118442382389825,,0.005037590763406459,0.004725906871579446,,0.00426235196758711,,
1964-05-28,0.0031450241575170512,,0.005264481107184479,0.007809651758497727,,0.005867887770408986,,
1964-06-30,0.0036808684354233353,,0.005484394961639454,0.00418278027782491,,0.006657336722251515,,
1964-07-31,0.003901144695103154,,0.0040532190360481205,0.001957122654024253,,0.00018171384810774813,,
1964-08-31,0.0019540589563352777,,0.002118474225023088,0.001982257466826736,,0.00182008481879043,,
1964-09-30,0.0028532260619424355,,0.0018792625593291538,0.0042140104161425595,,0.005861018274405192,,
1964-10-30,0.002966607399885923,,0.003281778480337616,0.003313926189799865,,0.005031509107986982,,
1964-11-30,0.001026933216790708,,-0.0007883733058046925,-0.0002057761862224045,,0.00019127260656223494,,
1964-12-31,0.004335386569113836,,0.006131394260267821,0.003819285186037102,,0.002630861354967892,,
1965-01-29,0.0035332328031916433,,0.0038672469570555108,0.003811368557303069,,0.0050532761800981705,,
1965-02-26,0.0020845965029687385,,0.0011312053368580462,0.0011623083264607065,,0.0010192474186453769,,
1965-03-31,0.0038809791242432725,,0.0036424412027465983,0.004284241914201647,,0.00506053151922156,,
1965-04-30,0.003208750355965621,,0.003089977204115775,0.0025056098229576267,,0.002630861354967892,,
1965-05-28,0.0033058903246372395,,0.003914904328591564,0.0038430310907622708,,0.0018376647845906153,,
1965-06-30,0.004019557169623772,,0.00444466584598524,0.0038351164526568005,,0.005874757356121496,,
1965-07-30,0.002707068631981342,,0.0019618872241941136,0.0016268142144476802,,0.0018288754180752988,,
1965-08-31,0.0023109674179466913,,0.0006486849032041041,0.0016607330592293013,,-0.0005480587447737856,,
1965-09-30,0.0013364502958303215,,0.00019375599882044697,-0.001360654209837879,,-0.0028736492378706267,,
1965-10-29,0.003829535752766714,,0.0021845923393678706,0.00047938871291128315,,-0.0012094383399036536,,
1965-11-30,0.0029167287687115536,,0.0006081033964337949,0.0005409629365890955,,-0.0019343438376462662,,
1965-12-31,-0.0013446669362760055,,-0.009902205502860091,-0.013895512359549356,,-0.009617599615319198,,
1966-01-31,0.0046626573377609925,,0.004611062907448314,-0.00032436206391612556,,0.0006575149736303041,,
1966-02-28,0.0029251256715130624,,0.001916733937552261,0.0019067721261121703,,-0.02131040002008154,,
1966-03-31,0.005057230700013683,,0.008703833559605778,0.012363417128336416,,0.028782880662266364,,
1966-04-29,0.003905830957508107,,0.0018418256743045612,0.003513832098126439,,-0.0023905324587242195,,
1966-05-31,0.0028529522617864204,,0.0005754679820337158,-0.002488185174660647,,0.003125255539473967,,
1966-06-30,0.004017509349677715,,0.0009520614976052794,0.00021142397901303505,,-0.009163991411439892,,
1966-07-29,0.00243703401965712,,0.0015846438628281724,-0.003104197606919614,,-0.0021075217180469546,,
1966-08-31,-0.0009937876640689536,,-0.010090271479099426,-0.013329306619293707,,-0.019152347991878815,,
