Dates,1Y,2Y,3Y,4Y,5Y,10Y,spread
2000-11-30,0.04875,0.04977181475423796,0.04945680698552779,0.05069426385070619,0.05061767761933411,0.05495734045367723,0.006207340453677226
2000-12-29,0.04625,0.044428437721387395,0.045996247921708464,0.04895730363926684,0.04758072800703039,0.054819843052307915,0.008569843052307916
2001-01-31,0.043250000000000004,0.04525269050724033,0.045404344121607085,0.04964798635315615,0.04695104225052921,0.0543760544517512,0.011126054451751195
2001-02-28,0.0435,0.04484078931714832,0.04491648700269582,0.049008629698203854,0.04681766643282198,0.054472516965017925,0.010972516965017928
2001-03-30,0.041749999999999995,0.042494829390925845,0.046442494418470245,0.04917450961886874,0.042314466741240536,0.05481780899029798,0.013067808990297983
2001-04-30,0.045149999999999996,0.0474491040153164,0.04981403911343796,0.05057394263723314,0.05223902541827785,0.0575672021216756,0.012417202121675602
2001-05-31,0.04255,0.04502397383533897,0.0503481084691898,0.052247966101667404,0.052231975854030305,0.059440670119219,0.016890670119219
2001-06-29,0.0418,0.04355914946471844,0.04937827863594116,0.05051593310103905,0.050873286847923666,0.05907371251242455,0.01727371251242455
2001-07-31,0.04105,0.041170955033685064,0.04671428728770091,0.048296962900327395,0.051943070437036165,0.05773128788385029,0.016681287883850288
2001-08-31,0.0384,0.039394508442472886,0.04465111706620141,0.04740661254258133,0.05085542736928167,0.05750178391121907,0.019101783911219077
2001-09-28,0.03325,0.03506926212287898,0.04353082732192311,0.048264990792199716,0.05112337632375408,0.058597437158072696,0.025347437158072694
2001-10-31,0.030699999999999998,0.03068443190439696,0.04016497660516975,0.04424012541938416,0.04630269461643596,0.05514348163089705,0.024443481630897053
2001-11-30,0.031,0.03688185989551965,0.04074564694714969,0.04653323204709364,0.04737160913172195,0.05555818532523549,0.024558185325235488
2001-12-31,0.0321,0.03935107002430132,0.04423371234655751,0.051498196724961615,0.05268813153427909,0.057160842651190036,0.02506084265119004
2002-01-31,0.035300000000000005,0.046267831986051354,0.047874549199955874,0.050562678768741404,0.05101238919034537,0.04995145962845143,0.014651459628451428
2002-02-28,0.035,0.045962152548331206,0.04228479875036674,0.04828668566480801,0.05292783966126968,0.05489856377075114,0.019898563770751138
2002-03-29,0.03855,0.04992115934795961,0.04622681599512804,0.051766563205684735,0.05625801052763135,0.08234853707763018,0.04379853707763018
2002-04-30,0.0364,0.04658829770153538,0.044163396174281874,0.04998370855793127,0.05449306230896628,0.06963023619848502,0.033230236198485016
2002-05-31,0.0383,0.04746113383250985,0.04487960764079915,0.0500444418747337,0.054591113541356595,0.05502275505308646,0.016722755053086458
2002-06-28,0.0361,0.04311237288548685,0.04697955490662531,0.05051194959941582,0.047890982252561665,0.053128315141593885,0.017028315141593885
2002-07-31,0.0341,0.03839935765642513,0.04405775496695799,0.0490781866720624,0.04553497394679121,0.05136357785117335,0.01726357785117335
2002-08-30,0.0327,0.03596900897104946,0.04134181004724945,0.0466644659077456,0.043700143597870694,0.04964333514392827,0.01694333514392827
2002-09-30,0.0296,0.03074318527982679,0.0373718390784062,0.04232946237350882,0.03953692097261571,0.04730141614621236,0.01770141614621236
2002-10-31,0.029449999999999997,0.030791832436713282,0.038078725962719204,0.04550337413474004,0.04110497016703993,0.04967748976501146,0.020227489765011465
2002-11-29,0.028849999999999997,0.03160775258008784,0.03735214420111334,0.044530298568821625,0.04762895636797887,0.04945996119204932,0.02060996119204932
2002-12-31,0.025949999999999997,0.026379139119614158,0.033093589931044845,0.04070912342471128,0.04292016472781365,0.04848058455405385,0.022530584554053854
2003-01-31,0.02475,0.025404782645407003,0.030919337765863128,0.0386272870619611,0.042548626132714804,0.047436053163820435,0.022686053163820434
2003-02-28,0.02265,0.022240835056493734,0.027478088479177223,0.03565872081247523,0.04026178197310523,0.0462585684688544,0.0236085684688544
2003-03-31,0.022400000000000003,0.023208863804982167,0.02982815833489188,0.038110300222607044,0.04215791038475401,0.04806688659388736,0.025666886593887356
2003-04-30,0.022850000000000002,0.02743617533678723,0.03477109313550549,0.03972141166132015,0.03394070487620118,0.051591600466722065,0.028741600466722063
2003-05-30,0.02,0.02356379436610411,0.03050653106389553,0.03588726497538454,0.03006628370694575,0.04642441298101546,0.02642441298101546
2003-06-30,0.0192,0.0234479469802564,0.031436270059000154,0.037297676555697365,0.030911271882749225,0.04865284834191258,0.029452848341912582
2003-07-31,0.02,0.028997146350890513,0.03690428730410191,0.04234434353288773,0.03472315162265485,0.051211371020573104,0.031211371020573104
2003-08-29,0.02205,0.02940811674899012,0.038215061702048206,0.042370807843856495,0.03546619073597701,0.04881114460673491,0.026761144606734913
2003-09-30,0.019950000000000002,0.024219424284126576,0.034433390042914826,0.03928506187880343,0.031801269036635674,0.04821482532648047,0.028264825326480468
2003-10-31,0.022850000000000002,0.028703658109756065,0.03924339874100606,0.04362470812337564,0.03615141275173167,0.04954207289956497,0.02669207289956497
2003-11-28,0.02345,0.030571915063304353,0.04074481316740345,0.04508023473116943,0.037597309702085774,0.05098960957460691,0.02753960957460691
2003-12-31,0.02165,0.02661946298172291,0.03833612263320323,0.04318441821837868,0.034906245303522515,0.050101925776029066,0.028451925776029067
2004-01-30,0.02145,0.029332427917011825,0.038412040353994814,0.038887046099038466,0.04391088103674204,0.053795713516511245,0.03234571351651125
2004-02-27,0.01955,0.025315895763835975,0.03539459651667794,0.03602687040333141,0.041830646633466806,0.0536763590448045,0.0341263590448045
2004-03-31,0.018799999999999997,0.0234096863217746,0.033564252620287,0.03435539650426492,0.04050840196635572,0.05450079598002766,0.035700795980027664
2004-04-30,0.0212,0.02661089074624272,0.036919167099094194,0.03776354203514237,0.043160758673274,0.05437108383514877,0.033171083835148774
2004-05-31,0.021949999999999997,0.028609024411349698,0.03858781606791976,0.03952637628555977,0.04603451121612415,0.05596200365066756,0.03401200365066756
2004-06-30,0.02305,0.027728250797757974,0.0422056086566674,0.03629456103247333,0.044729179516764805,0.05514486543991387,0.03209486543991387
2004-07-30,0.0228,0.026138698337421797,0.04051796999215267,0.035398443204394545,0.043493482149259674,0.05469801828997073,0.03189801828997073
2004-08-31,0.0218,0.023737235204913863,0.03730901585978992,0.032981531191330904,0.04088222973295516,0.053533899851419486,0.031733899851419486
2004-09-30,0.0228,0.02881102214465386,0.032365873179475306,0.03276639452905053,0.04032774042262316,0.05259546051489972,0.029795460514899716
2004-10-29,0.0218,0.026863121101711695,0.030445102845933304,0.03135319642128001,0.03902291156094087,0.05139942260560626,0.02959942260560626
2004-11-30,0.02185,0.025154170493063996,0.028889028933066663,0.029935986019585248,0.03748915931126803,0.050869826140336416,0.029019826140336415
2004-12-31,0.02255,0.02790506202688977,0.030276186589383608,0.03421891022515984,0.036879319673527464,0.04424198754855613,0.021691987548556127
2005-01-31,0.0219,0.026823823104902944,0.029246682612573793,0.033037794713492025,0.0355169902676791,0.041066455724543816,0.019166455724543816
2005-02-28,0.0223,0.0285006235877059,0.030567602564582436,0.035286332749011884,0.03710933819289701,0.0425811233171971,0.0202811233171971
2005-03-31,0.0225,0.027037052890700203,0.029615561432592155,0.033658060519129035,0.036203506969497895,0.04235535914881855,0.01985535914881855
2005-04-29,0.02085,0.02361130937517338,0.02696125005450578,0.031111921381327734,0.03371252177985054,0.041676299079407786,0.020826299079407785
2005-05-31,0.02025,0.021928702172908217,0.02562616443705376,0.02952852816562425,0.031597492012714876,0.03962671568882847,0.019376715688828473
2005-06-30,0.0196,0.01990072179705903,0.022889583843837692,0.02828801298439853,0.030095473391777663,0.0380092921850424,0.0184092921850424
2005-07-29,0.0209,0.022427391238493227,0.025194453726778837,0.029332146760923536,0.03557107181307727,0.038960483383996214,0.018060483383996215
2005-08-31,0.021,0.021800889086048846,0.02402169568248253,0.0277531377812843,0.03344438089403566,0.037419789345757626,0.016419789345757625
2005-09-30,0.02205,0.023805407388115592,0.025709534300343194,0.02896675616017491,0.03330701138442506,0.0375423263435854,0.015492326343585397
2005-10-31,0.024849999999999997,0.02565830910365659,0.02834797819859672,0.03214157663380085,0.03603181161827043,0.04584724322167372,0.02099724322167372
2005-11-30,0.0265,0.0274794092411977,0.029036031994565316,0.032651127958893855,0.03552980205381312,0.04511614018440313,0.01861614018440313
