Dates,1Y,2Y,3Y,4Y,5Y,10Y,spread
2013-10-31,-8e-05,-0.000280029203717795,0.000929978260746201,0.0034280554754759327,0.004045525364746163,0.01642301784701003,0.01650301784701003
2013-11-29,-0.00094,-0.0006001511274745844,-7.984435299645165e-05,0.002980206409919757,0.004137208364113319,0.016693745511470265,0.017633745511470265
2013-12-31,-0.00018999999999999998,-0.0009503069712280402,0.0007502996713176183,0.004667737184277714,0.006061590677911951,0.017442773587476354,0.017632773587476353
2014-01-31,0.0008,-0.0029208045652065846,-0.0013008264881696255,0.004701746126492541,0.008311000535838152,0.02911567259787172,0.02831567259787172
2014-02-28,-0.0009299999999999999,-0.0008903958844175854,0.00011034106745163967,0.00530886850661606,0.007589093729615359,0.02690670182803724,0.02783670182803724
2014-03-31,-0.00049,-0.000570160910060122,4.010755997681725e-05,0.004618554410658022,0.005792794087518345,0.024375562155997232,0.024865562155997233
2014-04-30,4e-05,-0.0007201148262307368,0.0016399620589697956,0.002398743157013839,0.003686444827325176,0.024205378261041258,0.02416537826104126
2014-05-30,-0.00031,-0.0009303364990264843,0.001060379158743303,0.001979600521675111,0.005794634724889577,0.02332162848374214,0.023631628483742142
2014-06-30,0.00026,0.00023997130455742936,0.00021997610340668522,0.0010396992997196166,0.0065834225891879695,0.022577382895695823,0.022317382895695823
2014-07-31,0.00018999999999999998,-0.00012998285226797148,0.00011999550019788869,0.0008598702232139686,0.004107484746376565,0.018802032057740878,0.01861203205774088
2014-08-29,-0.0005600000000000001,0.0001601168532291795,0.0003100386553071653,0.0012498331825381253,0.003637865640988289,0.015079452084947945,0.015639452084947946
2014-09-30,-0.00024,-0.0006201561484130019,0.00020011234237209835,0.0011400438129531357,0.0034684693689420554,0.016957425405401738,0.01719742540540174
2014-10-31,-0.00048,-0.0005401449515905485,-0.00036005730890178046,0.001900283700298543,0.002629041963618828,0.014199232331465278,0.014679232331465277
2014-11-28,-0.00114,-0.0023824509450509736,-0.000800012149890944,0.0015221329316388692,0.002300955455906967,0.010395300878532621,0.011535300878532622
2014-12-31,-0.00216,-0.0035056878775852583,-0.0037968910376348485,0.00041468446286720834,0.0031968056953367505,0.013957024291072855,0.016117024291072854
2015-01-30,-0.0060999999999999995,-0.007789566926486774,-0.005685599463895489,-0.0011800034468572897,-0.0017769265440133637,0.005934471059190942,0.012034471059190942
2015-02-27,-0.00786,-0.009625430725027903,-0.005763610586591705,0.0008171387918477976,0.003025221506580446,0.006790928883593941,0.014650928883593942
2015-03-31,-0.0074199999999999995,-0.007306623542940846,-0.007890964593890605,0.00034319593924630673,0.004620831576471789,0.005214292013700679,0.012634292013700678
2015-04-30,-0.009170000000000001,-0.007255306591665638,-0.006389242045501307,0.0008765707717888968,0.00369689361019988,0.006700239791337798,0.0158702397913378
2015-05-29,-0.00835,-0.009292840799968585,-0.007900838698950526,-0.0007477094288582779,0.0008617101321706892,0.007918487330137353,0.016268487330137353
2015-06-30,-0.009250000000000001,-0.009535302309641936,-0.008112255521106945,-0.0004731200617194217,0.0029037489529030493,0.010102119009361681,0.019352119009361683
2015-07-31,-0.0076,-0.007911191364368488,-0.009282190827877367,-0.003517749536183456,-9.051846201206526e-05,0.008287199551179743,0.015887199551179742
2015-08-31,-0.0072299999999999994,-0.007095104383413035,-0.0075987382029484695,-0.005060888589703903,-0.0029284641815753333,0.007983261039312852,0.01521326103931285
2015-09-30,-0.00733,-0.00794136460966212,-0.008374796805082381,-0.007649158592440745,-0.002793810279873424,0.008335980359598814,0.015665980359598812
2015-10-30,-0.00797,-0.008869027423144618,-0.009948567066219736,-0.009303090834396573,-0.0053488985812810905,0.007560237977510525,0.015530237977510524
2015-11-30,-0.01057,-0.01139452579880429,-0.01440951679997331,-0.008258406172925496,-0.004704459104447951,0.008575843161716237,0.019145843161716237
2015-12-31,-0.0078000000000000005,-0.008052320897110811,-0.008153131818233864,-0.0053113640655392085,-0.0008435703655955938,0.009201250675101774,0.017001250675101776
2016-01-29,-0.00731,-0.011309805947750072,-0.00871776842691509,-0.005248163676865349,-0.004222764702286198,0.0030626866561503895,0.01037268665615039
2016-02-29,-0.009519999999999999,-0.012232756868300146,-0.010504932845991462,-0.006807288472392953,-0.005487727816882691,0.0009858220260821407,0.01050582202608214
2016-03-31,-0.007940000000000001,-0.009383392732003792,-0.010736026471521956,-0.00645766472375657,-0.004805698320191586,0.0019538416533067537,0.009893841653306755
2016-04-29,-0.0079,-0.008374923186494031,-0.009030397237815495,-0.0058646841803457715,-0.003569244905724297,0.003864054671173636,0.011764054671173637
2016-05-31,-0.00783,-0.008546299289527414,-0.010109731300236534,-0.00528927314886753,-0.005129973019608172,0.0030469009903256045,0.010876900990325605
2016-06-30,-0.0102,-0.011283153258310356,-0.011616978838593386,-0.008705743630275264,-0.00849443819730488,-0.0005148743541572992,0.009685125645842702
2016-07-29,-0.00879,-0.008001759265873987,-0.012169094147616553,-0.00817247429605951,-0.007779271544292796,-0.0016726224047487817,0.0071173775952512175
2016-08-31,-0.00881,-0.008324484375273559,-0.00928279205000939,-0.00659989974919465,-0.005844722920962386,-0.0016257747294909017,0.0071842252705090984
2016-09-30,-0.00938,-0.00938389090274659,-0.00982807838000626,-0.007042410168020416,-0.0063978993081216864,-0.0008585775523444125,0.008521422447655587
2016-10-31,-0.009260000000000001,-0.008657262835416546,-0.008163006170181647,-0.006126247028435984,-0.005139792919615513,0.0006715472362446226,0.009931547236244623
