date;aaa_rate;baa_rate;brent_level;brent_ret;fedfund_rate;gdp_level;gdp_growth;gold_level;gold_return;inflation_rate;sp_ret;t10y_rate;t10y1y_rate;t10y3m_rate;un_rate;un_growth;vix_ret
1991-12;0.0831;0.0926;19.517;-0.131226352;0.0443;9388.845;0.02;361.875;0.005320036;0.002902758;0.111913872;0.0709;0.0271;0.0302;0.067;0.030769231;-0.229348813
1992-01;0.082;0.0913;18.82;-0.035712456;0.0403;9421.565;0.014;354.436;-0.020556822;0.000723589;-0.019782749;0.0703;0.0288;0.0323;0.069;0.029850746;0.393505489
1992-02;0.0829;0.0923;18.995;0.009298618;0.0406;9421.565;0.014;353.853;-0.001644867;0.002169197;0.00956482;0.0734;0.0305;0.035;0.081;0.173913043;-0.198577025
1992-03;0.0835;0.0925;18.916;-0.004158989;0.0398;9421.565;0.014;344.641;-0.026033409;0.003607504;-0.021784412;0.0754;0.0291;0.035;0.082;0.012345679;-0.040173561
1992-04;0.0833;0.0921;20.243;0.070152252;0.0373;9534.346;0.049;338.728;-0.017156984;0.002156722;0.027943614;0.0748;0.0318;0.0373;0.078;-0.048780488;0.14396759
1992-05;0.0828;0.0913;20.94;0.034431655;0.0382;9534.346;0.049;337.039;-0.004986302;0.00215208;0.000963957;0.0739;0.032;0.0376;0.072;-0.076923077;-0.203710007
1992-06;0.0822;0.0905;22.375;0.068529131;0.0376;9534.346;0.049;340.784;0.011111474;0.002863278;-0.017358832;0.0726;0.0309;0.036;0.073;0.013888889;0.040898478
1992-07;0.0807;0.0884;21.759;-0.027530726;0.0325;9637.732;0.044;352.452;0.034238697;0.002855103;0.039220918;0.0684;0.0324;0.0363;0.08;0.095890411;0.159710394
1992-08;0.0795;0.0865;21.35;-0.01879682;0.033;9637.732;0.044;343.603;-0.025106965;0.002135231;-0.023951538;0.0659;0.0312;0.0346;0.077;-0.0375;-0.316071688
1992-09;0.0792;0.0862;21.902;0.025854801;0.0322;9637.732;0.044;345.3;0.004938839;0.002130682;0.009105594;0.0642;0.0324;0.0351;0.074;-0.038961039;0.226890596
1992-10;0.0799;0.0884;21.688;-0.009770797;0.031;9732.979;0.04;344.277;-0.002962641;0.004252303;0.002106283;0.0659;0.0329;0.0373;0.073;-0.013513514;0.207227455
1992-11;0.081;0.0896;20.342;-0.06206197;0.0309;9732.979;0.04;334.924;-0.027167078;0.002822865;0.030310997;0.0687;0.0319;0.0374;0.069;-0.054794521;-0.181101059
1992-12;0.0798;0.0881;19.407;-0.045964015;0.0292;9732.979;0.04;334.657;-0.000797196;0.00140746;0.010107766;0.0677;0.0306;0.0355;0.071;0.028985507;-0.237800972
1993-01;0.0791;0.0867;19.075;-0.017107229;0.0302;9834.51;0.042;328.993;-0.016924792;0.003513703;0.007069054;0.066;0.031;0.036;0.071;0;0.283673809
1993-02;0.0771;0.0839;20.053;0.051271298;0.0303;9834.51;0.042;329.31;0.000963546;0.00210084;0.010483627;0.0626;0.0287;0.0333;0.08;0.126760563;0.118886986
1993-03;0.0758;0.0815;20.347;0.014661148;0.0307;9834.51;0.042;329.974;0.002016337;0.001397624;0.018697298;0.0598;0.0265;0.0303;0.078;-0.025;-0.029388276
1993-04;0.0746;0.0814;20.27;-0.003784342;0.0296;9850.973;0.007;341.948;0.036287708;0.003489184;-0.02541681;0.0597;0.0273;0.031;0.074;-0.051282051;-0.085676922
1993-05;0.0743;0.0821;19.94;-0.016280217;0.03;9850.973;0.007;367.045;0.0733942;0.002781641;0.022717463;0.0604;0.0268;0.0308;0.069;-0.067567568;0.060695778
1993-06;0.0733;0.0807;19.07;-0.043630893;0.0304;9850.973;0.007;371.914;0.013265403;0.000693481;0.000666299;0.0596;0.0242;0.0289;0.068;-0.014492754;-0.014436305
1993-07;0.0717;0.0793;17.866;-0.063135815;0.0306;9908.347;0.023;392.034;0.054098528;0.001386001;-0.005349145;0.0581;0.0234;0.0277;0.072;0.058823529;-0.034353298
1993-08;0.0685;0.076;18.009;0.00800403;0.0303;9908.347;0.023;379.795;-0.031219231;0.002076125;0.034431957;0.0568;0.0224;0.0266;0.07;-0.027777778;0.243436804
1993-09;0.0666;0.0734;17.514;-0.027486257;0.0309;9908.347;0.023;355.561;-0.063808107;0.001381215;-0.009966552;0.0536;0.02;0.0241;0.066;-0.057142857;-0.096141863
1993-10;0.0667;0.0731;18.145;0.03602832;0.0299;9955.641;0.019;364.005;0.023748386;0.004137931;0.019392923;0.0533;0.0194;0.0231;0.064;-0.03030303;-0.183642033
1993-11;0.0693;0.0766;16.699;-0.079691375;0.0302;9955.641;0.019;373.939;0.027290834;0.002747253;-0.012910626;0.0572;0.0214;0.0262;0.064;0;0.040985729
1993-12;0.0693;0.0769;14.51;-0.131085694;0.0296;9955.641;0.019;383.243;0.024881063;0.002054795;0.009785074;0.0577;0.0216;0.0271;0.062;-0.03125;-0.072281428
1994-01;0.0692;0.0765;15;0.033769814;0.0305;10091.049;0.056;387.11;0.010090204;0;0.032367955;0.0575;0.0221;0.0277;0.061;-0.016129032;0.279891853
1994-02;0.0708;0.0776;14.78;-0.014666667;0.0325;10091.049;0.056;381.658;-0.014083852;0.002734108;-0.030024898;0.0597;0.021;0.0272;0.073;0.196721311;-0.17174485
1994-03;0.0748;0.0813;14.66;-0.00811908;0.0334;10091.049;0.056;384;0.006136384;0.002726653;-0.045848612;0.0648;0.0216;0.0298;0.071;-0.02739726;0.448217359
1994-04;0.0788;0.0852;16.38;0.117326057;0.0356;10188.954;0.039;377.908;-0.015864583;0.00067981;0.011780281;0.0697;0.0215;0.0329;0.068;-0.042253521;0.34739063
1994-05;0.0799;0.0862;17.88;0.091575092;0.0401;10188.954;0.039;381.343;0.009089514;0.002038043;0.012397143;0.0718;0.0187;0.0304;0.062;-0.088235294;-0.330346075
1994-06;0.0797;0.0865;19.07;0.06655481;0.0425;10188.954;0.039;385.714;0.011462122;0.002711864;-0.026790824;0.071;0.0183;0.0296;0.059;-0.048387097;-0.172430202
1994-07;0.0811;0.088;19.65;0.030414263;0.0426;10327.019;0.055;385.45;-0.000684445;0.003380663;0.031489908;0.073;0.0182;0.0297;0.062;0.050847458;0.245683999
1994-08;0.0807;0.0874;18.38;-0.064631043;0.0447;10327.019;0.055;380.207;-0.013602283;0.004043127;0.037553441;0.0724;0.0168;0.0276;0.062;0;-0.10097179
1994-09;0.0834;0.0898;17.46;-0.050054407;0.0473;10327.019;0.055;391.348;0.029302459;0.002013423;-0.026877535;0.0746;0.017;0.0284;0.059;-0.048387097;-0.042434043
1994-10;0.0857;0.092;17.71;0.014318442;0.0476;10387.382;0.024;390.164;-0.00302544;0.000669792;0.020877918;0.0774;0.0163;0.0279;0.056;-0.050847458;0.097971367
1994-11;0.0868;0.0932;18.1;0.022021457;0.0529;10387.382;0.024;384.377;-0.014832224;0.002677376;-0.039321576;0.0796;0.0142;0.0267;0.054;-0.035714286;-0.120039442
1994-12;0.0846;0.091;17.16;-0.051933702;0.0545;10387.382;0.024;379.48;-0.012740096;0.00200267;0.012611622;0.0781;0.0067;0.0221;0.053;-0.018518519;0.359285734
1995-01;0.0846;0.0908;17.99;0.048368298;0.0553;10506.372;0.047;378.738;-0.001955307;0.00266489;0.024411538;0.0778;0.0073;0.0207;0.051;-0.037735849;0.105663728
1995-02;0.0826;0.0885;18.53;0.030016676;0.0592;10506.372;0.047;376.745;-0.005262213;0.002657807;0.03607415;0.0747;0.0077;0.017;0.062;0.215686275;-0.015062057
1995-03;0.0812;0.087;18.55;0.001079331;0.0598;10506.372;0.047;381.82;0.01347065;0.001988072;0.027329193;0.072;0.0077;0.0147;0.059;-0.048387097;-0.192222227
1995-04;0.0803;0.086;19.87;0.07115903;0.0605;10543.644;0.014;391.339;0.024930596;0.003968254;0.027980846;0.0706;0.0079;0.0141;0.057;-0.033898305;-0.119957562
1995-05;0.0765;0.082;19.74;-0.006542526;0.0601;10543.644;0.014;385.231;-0.015607951;0.001976285;0.036211076;0.0663;0.0063;0.0096;0.056;-0.01754386;-0.153124754
1995-06;0.073;0.079;18.42;-0.066869301;0.06;10543.644;0.014;387.618;0.006196282;0.001972387;0.021278544;0.0617;0.0053;0.007;0.055;-0.017857143;0.166320654
1995-07;0.0741;0.0804;17.3;-0.060803474;0.0585;10575.1;0.012;386.138;-0.003818192;0.001312336;0.03177604;0.0628;0.0069;0.0086;0.058;0.054545455;0.201206863
1995-08;0.0757;0.0819;18.03;0.042196532;0.0574;10575.1;0.012;383.502;-0.006826575;0.001965924;-0.000320238;0.0649;0.0074;0.0109;0.059;0.017241379;-0.289379097
1995-09;0.0732;0.0793;18.23;0.011092623;0.058;10575.1;0.012;382.931;-0.00148891;0.001308044;0.040097472;0.062;0.0058;0.0092;0.056;-0.050847458;-0.040814937
1995-10;0.0712;0.0775;17.44;-0.043335162;0.0576;10665.06;0.035;383.202;0.000707699;0.002612671;-0.004979335;0.0604;0.0045;0.0076;0.054;-0.035714286;0.334163581
1995-11;0.0702;0.0768;17.99;0.031536697;0.058;10665.06;0.035;385.209;0.005237447;0.001302932;0.041049003;0.0593;0.005;0.0057;0.052;-0.037037037;-0.042843269
1995-12;0.0682;0.0749;19.04;0.058365759;0.056;10665.06;0.035;387.445;0.005804641;0.001301236;0.017443874;0.0571;0.004;0.0057;0.053;0.019230769;0.103312603
1996-01;0.0681;0.0747;18.88;-0.008403361;0.0556;10737.478;0.027;398.695;0.029036379;0.005198181;0.032617387;0.0565;0.0056;0.0065;0.052;-0.018867925;0.236085128
1996-02;0.0699;0.0763;19.07;0.010063559;0.0522;10737.478;0.027;404.919;0.015610931;0.001939237;0.006933702;0.0581;0.0087;0.0098;0.063;0.211538462;-0.187496501
1996-03;0.0735;0.0803;21.36;0.120083901;0.0531;10737.478;0.027;396.512;-0.020762177;0.003225806;0.007916567;0.0627;0.0093;0.0131;0.06;-0.047619048;0.259665996
1996-04;0.075;0.0819;23.57;0.103464419;0.0522;10817.896;0.03;392.87;-0.009185094;0.003858521;0.013431422;0.0651;0.0097;0.0156;0.058;-0.033333333;-0.329068161
1996-05;0.0762;0.083;21.25;-0.098430208;0.0524;10817.896;0.03;391.99;-0.002239927;0.001921845;0.022853406;0.0674;0.011;0.0172;0.054;-0.068965517;0.111232072
1996-06;0.0771;0.084;20.45;-0.037647059;0.0527;10817.896;0.03;385.245;-0.017207072;0.001918159;0.00225671;0.0691;0.011;0.0182;0.054;0;0.079023445
1996-07;0.0765;0.0835;21.32;0.042542787;0.054;10998.322;0.068;383.457;-0.004641202;0.001914486;-0.045748017;0.0687;0.0102;0.0172;0.055;0.018518519;0.345847974
1996-08;0.0746;0.0818;21.96;0.030018762;0.0522;10998.322;0.068;387.51;0.010569634;0.001273885;0.018813935;0.0664;0.0097;0.0159;0.056;0.018181818;-0.32199219
1996-09;0.0766;0.0835;23.99;0.092440801;0.053;10998.322;0.068;383.29;-0.010890042;0.003180662;0.054203328;0.0683;0.01;0.0174;0.051;-0.089285714;-0.101096822
1996-10;0.0739;0.0807;24.9;0.037932472;0.0524;11096.976;0.036;380.909;-0.006212007;0.003170577;0.02613089;0.0653;0.0098;0.0154;0.05;-0.019607843;0.151966457
1996-11;0.071;0.0779;23.71;-0.047791165;0.0531;11096.976;0.036;377.869;-0.007980909;0.003160556;0.073376152;0.062;0.0078;0.0117;0.049;-0.02;-0.014323959
1996-12;0.072;0.0789;25.39;0.070856179;0.0529;11096.976;0.036;369.338;-0.022576607;0.002520479;-0.021505415;0.063;0.0083;0.0139;0.05;0.020408163;0.220786533
1997-01;0.0742;0.0809;25.17;-0.008664829;0.0525;11212.205;0.042;355.025;-0.03875312;0.001885607;0.061317039;0.0658;0.0097;0.0155;0.05;0;0.007131333
1997-02;0.0731;0.0794;22.21;-0.117600318;0.0519;11212.205;0.042;346.4;-0.024294064;0.001882058;0.00592759;0.0642;0.0089;0.0141;0.059;0.18;-0.07452528
1997-03;0.0755;0.0818;20.99;-0.054930212;0.0539;11212.205;0.042;352.311;0.017064088;0.000626174;-0.04261401;0.0669;0.0089;0.0155;0.057;-0.033898305;0.178386358
1997-04;0.0773;0.0834;19.72;-0.060505002;0.0551;11284.587;0.026;344.707;-0.021583203;0.000625782;0.058405579;0.0689;0.009;0.0173;0.055;-0.035087719;0.039464754
1997-05;0.0758;0.082;20.83;0.056288032;0.055;11284.587;0.026;344.1;-0.001760916;0;0.058576884;0.0671;0.0084;0.0166;0.048;-0.127272727;-0.259823302
1997-06;0.0741;0.0802;19.17;-0.079692751;0.0556;11284.587;0.026;340.805;-0.009575705;0.001876173;0.043452616;0.0649;0.008;0.0156;0.047;-0.020833333;0.172903149
1997-07;0.0714;0.0775;19.63;0.023995827;0.0552;11472.137;0.068;323.78;-0.049955253;0.001248439;0.07814581;0.0622;0.0068;0.0117;0.052;0.106382979;-0.026147359
1997-08;0.0722;0.0782;19.93;0.015282731;0.0554;11472.137;0.068;323.998;0.000673297;0.002493766;-0.057445858;0.063;0.0074;0.0116;0.05;-0.038461538;0.038430425
1997-09;0.0715;0.077;19.79;-0.007024586;0.0554;11472.137;0.068;322.616;-0.004265458;0.002487562;0.05315359;0.0621;0.0069;0.0126;0.048;-0.04;-0.088796541
1997-10;0.07;0.0757;21.26;0.074279939;0.055;11615.636;0.051;324.863;0.006964937;0.001861042;-0.034477697;0.0603;0.0057;0.0106;0.047;-0.020833333;0.713121345
1997-11;0.0687;0.0742;20.17;-0.051269991;0.0552;11615.636;0.051;306.345;-0.05700249;0.00123839;0.044586855;0.0588;0.0042;0.0074;0.044;-0.063829787;-0.113498627
1997-12;0.0676;0.0732;18.32;-0.091720377;0.055;11615.636;0.051;288.776;-0.057350373;0.000618429;0.015731598;0.0581;0.0028;0.0065;0.043;-0.022727273;-0.109749224
1998-01;0.0661;0.0719;16.71;-0.087882096;0.0556;11715.393;0.035;289.264;0.001689891;0.001236094;0.010150177;0.0554;0.003;0.005;0.044;0.023255814;0.245974094
1998-02;0.0667;0.0725;16.06;-0.038898863;0.0551;11715.393;0.035;297.743;0.029312324;0;0.070449193;0.0557;0.0026;0.0048;0.052;0.181818182;-0.377242053
1998-03;0.0672;0.0732;15.02;-0.064757161;0.0549;11715.393;0.035;295.87;-0.00629066;0;0.049945714;0.0565;0.0026;0.0062;0.05;-0.038461538;-0.104164919
1998-04;0.0669;0.0733;15.44;0.027962716;0.0545;11832.486;0.041;308.558;0.042883699;0.001234568;0.009076469;0.0564;0.0026;0.0069;0.05;0;0.240904824
1998-05;0.0669;0.073;14.86;-0.037564767;0.0549;11832.486;0.041;298.971;-0.031070334;0.002466091;-0.018826224;0.0565;0.0021;0.0065;0.041;-0.18;0.03264011
1998-06;0.0653;0.0713;13.66;-0.080753701;0.0556;11832.486;0.041;292.223;-0.022570751;0.001230012;0.039438241;0.055;0.0009;0.0052;0.042;0.024390244;0.052804363
1998-07;0.0655;0.0715;14.08;0.030746706;0.0554;11942.032;0.038;292.874;0.002227751;0.002457002;-0.011615327;0.0546;0.001;0.005;0.047;0.119047619;0.14191994
1998-08;0.0652;0.0714;13.36;-0.051136364;0.0555;11942.032;0.038;284.228;-0.029521228;0.00122549;-0.145796719;0.0534;0.0013;0.0044;0.047;0;0.438370147
1998-09;0.064;0.0709;14.95;0.119011976;0.0551;11942.032;0.038;288.661;0.015596634;0.000611995;0.062395516;0.0481;0.001;0.002;0.045;-0.042553191;0.261584829
1998-10;0.0637;0.0718;14.39;-0.037458194;0.0507;12091.614;0.051;296.595;0.027485528;0.002446483;0.080294228;0.0453;0.0041;0.0057;0.044;-0.022222222;-0.126942425
1998-11;0.0641;0.0734;12.85;-0.107018763;0.0483;12091.614;0.051;294.243;-0.007930006;0.001220256;0.059125996;0.0483;0.003;0.0042;0.042;-0.045454545;-0.203865803
1998-12;0.0622;0.0723;11.28;-0.122178988;0.0468;12091.614;0.051;291.357;-0.00980822;0.001828154;0.056375287;0.0465;0.0013;0.0026;0.041;-0.023809524;-0.264427003
1999-01;0.0624;0.0729;12.47;0.105496454;0.0463;12287;0.066;287.333;-0.013811235;0.001824818;0.041009442;0.0472;0.0021;0.0038;0.04;-0.024390244;0.326690176
1999-02;0.064;0.0739;12.01;-0.036888532;0.0476;12287;0.066;287.495;0.000563806;0;-0.032282563;0.05;0.003;0.0056;0.048;0.2;-0.369783898
1999-03;0.0662;0.0753;14.66;0.220649459;0.0481;12287;0.066;286.243;-0.004354858;0.000607165;0.038794215;0.0523;0.0045;0.0079;0.047;-0.020833333;0.06708575
1999-04;0.0664;0.0748;17.34;0.182810368;0.0474;12403.293;0.038;282.62;-0.012657078;0.006674757;0.037944028;0.0518;0.0049;0.0089;0.044;-0.063829787;-0.063154066
1999-05;0.0693;0.0772;17.75;0.023644752;0.0474;12403.293;0.038;276.932;-0.020125964;0.000602773;-0.024970481;0.0554;0.0069;0.0104;0.041;-0.068181818;-0.09093382
1999-06;0.0723;0.0802;17.89;0.007887324;0.0476;12403.293;0.038;261.402;-0.056078749;0;0.054438331;0.059;0.008;0.0133;0.04;-0.024390244;0.057389456
1999-07;0.0719;0.0795;20.07;0.121855785;0.0499;12498.694;0.031;256.198;-0.019908034;0.004216867;-0.032046092;0.0579;0.0076;0.0124;0.045;0.125;0.135458032
1999-08;0.074;0.0815;21.26;0.059292476;0.0507;12498.694;0.031;256.936;0.002880585;0.00239952;-0.006254092;0.0594;0.0074;0.0122;0.045;0;0.117073035
1999-09;0.0739;0.082;23.88;0.123236124;0.0522;12498.694;0.031;264.47;0.029322477;0.004189108;-0.028551792;0.0592;0.0067;0.0124;0.042;-0.066666667;-0.154395168
1999-10;0.0755;0.0838;22.64;-0.051926298;0.052;12662.385;0.053;311.562;0.178061784;0.001787843;0.062539542;0.0611;0.0068;0.0125;0.041;-0.023809524;0.146106494
1999-11;0.0736;0.0815;24.97;0.102915194;0.0542;12662.385;0.053;293.65;-0.057490965;0.001784652;0.019061859;0.0603;0.0048;0.0096;0.038;-0.073170732;-0.232127619
1999-12;0.0755;0.0819;26.08;0.044453344;0.053;12662.385;0.053;283.743;-0.033737443;0.002375297;0.057843895;0.0628;0.0044;0.0108;0.038;0;-0.113608723
2000-01;0.0778;0.0833;27.18;0.042177914;0.0545;12877.593;0.07;284.59;0.002985096;0.002962085;-0.050903549;0.0666;0.0054;0.0134;0.037;-0.026315789;0.416317802
2000-02;0.0768;0.0829;29.35;0.079838116;0.0573;12877.593;0.07;300.855;0.057152395;0.004134672;-0.020108083;0.0652;0.003;0.0097;0.045;0.216216216;-0.184306658
2000-03;0.0768;0.0837;29.89;0.018398637;0.0585;12877.593;0.07;286.704;-0.047035948;0.005882353;0.096719828;0.0626;0.0004;0.0057;0.044;-0.022222222;0.310907106
2000-04;0.0764;0.084;25.74;-0.138842422;0.0602;12924.179;0.015;279.961;-0.02351903;-0.000584795;-0.030795756;0.0599;-0.0016;0.0033;0.043;-0.022727273;0.66365137
2000-05;0.0799;0.089;28.78;0.118104118;0.0627;12924.179;0.015;275.293;-0.016673751;0.001755413;-0.021915051;0.0644;0.0011;0.0065;0.037;-0.139534884;-0.210013938
2000-06;0.0767;0.0848;31.83;0.105976372;0.0653;12924.179;0.015;285.368;0.036597371;0.005841121;0.02393355;0.061;-0.0007;0.0041;0.038;0.027027027;-0.294049614
2000-07;0.0765;0.0835;29.77;-0.064718819;0.0654;13160.842;0.075;282.152;-0.011269659;0.0029036;-0.016341276;0.0605;-0.0003;0.0009;0.041;0.078947368;-0.160703964
2000-08;0.0755;0.0826;31.22;0.048706752;0.065;13160.842;0.075;274.523;-0.027038617;0;0.060699105;0.0583;-0.0035;-0.0026;0.042;0.024390244;-0.112189003
2000-09;0.0762;0.0835;33.88;0.085201794;0.0652;13160.842;0.075;273.676;-0.003085352;0.005211349;-0.053482975;0.058;-0.0033;-0.002;0.041;-0.023809524;0.03054158
2000-10;0.0755;0.0834;33.08;-0.023612751;0.0651;13178.419;0.005;270.405;-0.011952089;0.001728111;-0.00495642;0.0574;-0.0027;-0.0037;0.038;-0.073170732;0.530684108
2000-11;0.0745;0.0828;34.4;0.039903265;0.0651;13178.419;0.005;265.989;-0.016331059;0.001725129;-0.08006861;0.0572;-0.0037;-0.0045;0.036;-0.052631579;0.076626039
2000-12;0.0721;0.0802;28.46;-0.172674419;0.064;13178.419;0.005;271.892;0.022192647;0.002296211;0.004053446;0.0524;-0.0036;-0.0053;0.037;0.027777778;0.112741834
2001-01;0.0715;0.0793;29.58;0.039353479;0.0598;13260.506;0.025;265.934;-0.021913113;0.005727377;0.034636577;0.0516;0.0035;0.0001;0.037;0;-0.153759093
2001-02;0.071;0.0787;29.61;0.001014199;0.0549;13260.506;0.025;262.018;-0.014725458;0.002277904;-0.092290736;0.051;0.0042;0.0022;0.047;0.27027027;-0.27417234
2001-03;0.0698;0.0784;27.24;-0.080040527;0.0531;13260.506;0.025;263.273;0.004789747;0.000568182;-0.064204711;0.0489;0.0059;0.0047;0.046;-0.021276596;0.486960963
2001-04;0.072;0.0807;27.41;0.006240822;0.048;13222.69;-0.011;260.75;-0.009583208;0.001703578;0.076814362;0.0514;0.0116;0.0127;0.045;-0.02173913;-0.127990002
2001-05;0.0729;0.0807;28.64;0.044874134;0.0421;13222.69;-0.011;272.057;0.043363375;0.005102041;0.005090187;0.0539;0.0161;0.0177;0.042;-0.066666667;-0.18450257
2001-06;0.0718;0.0797;27.6;-0.036312849;0.0397;13222.69;-0.011;270.738;-0.004848249;0.002256063;-0.025035389;0.0528;0.017;0.0179;0.041;-0.023809524;-0.229726106
2001-07;0.0713;0.0797;26.45;-0.041666667;0.0377;13299.984;0.024;267.707;-0.011195325;-0.001688239;-0.010772499;0.0524;0.0162;0.0173;0.047;0.146341463;0.308077007
2001-08;0.0702;0.0785;27.47;0.038563327;0.0365;13299.984;0.024;272.657;0.018490364;0;-0.064108407;0.0497;0.015;0.0161;0.047;0;-0.10525007
2001-09;0.0717;0.0803;25.88;-0.057881325;0.0307;13299.984;0.024;282.478;0.036019614;0.003945885;-0.081723406;0.0473;0.0191;0.0209;0.049;0.042553191;1.12486467
2001-10;0.0703;0.0791;22.21;-0.141808346;0.0249;13244.784;-0.017;283.322;0.002987843;-0.002807412;0.018099111;0.0457;0.0224;0.0241;0.047;-0.040816327;-0.308603629
2001-11;0.0697;0.0781;19.67;-0.1143629;0.0209;13244.784;-0.017;276.248;-0.024968058;-0.000563063;0.075175904;0.0465;0.0247;0.0278;0.05;0.063829787;-0.100185902
2001-12;0.0677;0.0805;19.33;-0.017285206;0.0182;13244.784;-0.017;275.992;-0.000926704;-0.00056338;0.007573834;0.0509;0.0287;0.034;0.053;0.06;-0.077279534
2002-01;0.0655;0.0787;19.67;0.01758924;0.0173;13280.859;0.011;281.764;0.02091365;0.001691094;-0.015573833;0.0504;0.0288;0.0339;0.054;0.018867925;0.176251702
2002-02;0.0651;0.0789;20.74;0.05439756;0.0174;13280.859;0.011;295.683;0.049399497;0.001688239;-0.020766211;0.0491;0.0268;0.0319;0.063;0.166666667;-0.132790937
2002-03;0.0681;0.0811;24.42;0.177434908;0.0173;13280.859;0.011;294.353;-0.00449806;0.002808989;0.036738894;0.0528;0.0271;0.0349;0.061;-0.031746032;-0.284716529
2002-04;0.0676;0.0803;26.27;0.075757576;0.0175;13397.002;0.035;302.862;0.028907468;0.004481793;-0.061417626;0.0521;0.0273;0.035;0.061;0;0.130225058
2002-05;0.0675;0.0809;27.02;0.028549676;0.0175;13397.002;0.035;314.48;0.038360706;0.001115449;-0.009081481;0.0516;0.0281;0.0343;0.057;-0.06557377;-0.058284791
2002-06;0.0663;0.0795;25.52;-0.055514434;0.0175;13397.002;0.035;321.536;0.022437039;0.000557103;-0.072455354;0.0493;0.0273;0.0323;0.055;-0.035087719;0.311013959
2002-07;0.0653;0.079;26.94;0.055642633;0.0173;13478.152;0.024;313.567;-0.024784161;0.002227171;-0.079004275;0.0465;0.0269;0.0297;0.06;0.090909091;1.08028031
2002-08;0.0637;0.0758;28.38;0.053452116;0.0174;13478.152;0.024;310.045;-0.011232049;0.002777778;0.004881433;0.0426;0.025;0.0264;0.059;-0.016666667;-0.234687313
2002-09;0.0615;0.074;29.67;0.045454545;0.0175;13478.152;0.024;318.8;0.028237836;0.00166205;-0.110024318;0.0387;0.0215;0.0224;0.057;-0.033898305;-0.19029891
2002-10;0.0632;0.0773;28.85;-0.027637344;0.0175;13538.072;0.018;316.748;-0.006436637;0.002212389;0.086448801;0.0394;0.0229;0.0236;0.054;-0.052631579;-0.015804562
2002-11;0.0631;0.0762;26.27;-0.089428076;0.0134;13538.072;0.018;319.255;0.007914809;0.001655629;0.057069621;0.0405;0.0256;0.0282;0.053;-0.018518519;-0.250184099
2002-12;0.0621;0.0745;29.42;0.119908641;0.0124;13538.072;0.018;333.3;0.043993046;0.001652893;-0.060332573;0.0403;0.0258;0.0284;0.056;0.056603774;0.037586151
2003-01;0.0617;0.0735;32.94;0.119646499;0.0124;13559.032;0.006;356.864;0.07069907;0.00440044;-0.027414693;0.0405;0.0269;0.0288;0.057;0.017857143;0.075993895
2003-02;0.0595;0.0706;35.87;0.088949605;0.0126;13559.032;0.006;359.575;0.007596732;0.005476451;-0.017003609;0.039;0.026;0.0273;0.065;0.140350877;-0.137054708
2003-03;0.0589;0.0695;33.55;-0.064678004;0.0125;13559.032;0.006;341.564;-0.050089689;0.001633987;0.008357569;0.0381;0.0257;0.0268;0.064;-0.015384615;0.321378856
2003-04;0.0574;0.0685;28.25;-0.157973174;0.0126;13634.253;0.022;328.208;-0.039102482;-0.003806417;0.081044107;0.0396;0.0269;0.0283;0.062;-0.03125;-0.152542836
2003-05;0.0522;0.0638;28.14;-0.003893805;0.0126;13634.253;0.022;355.405;0.082865134;-0.001637555;0.05089871;0.0357;0.0239;0.025;0.058;-0.064516129;-0.186507662
2003-06;0.0497;0.0619;30.72;0.091684435;0.0122;13634.253;0.022;356.912;0.004240233;0.001093494;0.011322215;0.0333;0.0232;0.0241;0.058;0;-0.028951343
2003-07;0.0549;0.0662;30.76;0.001302083;0.0101;13751.543;0.035;350.765;-0.017222733;0.003276898;0.016223702;0.0398;0.0286;0.0308;0.065;0.120689655;0.028838186
2003-08;0.0588;0.0701;31.59;0.026983095;0.0103;13751.543;0.035;358.993;0.0234573;0.004354927;0.017873203;0.0445;0.0314;0.035;0.063;-0.030769231;-0.146559476
2003-09;0.0572;0.0679;28.29;-0.104463438;0.0101;13751.543;0.035;378.859;0.055338126;0.003252033;-0.011944365;0.0427;0.0303;0.0333;0.06;-0.047619048;-0.128797277
2003-10;0.057;0.0673;30.33;0.072110286;0.0101;13985.073;0.07;379.093;0.000617644;-0.001080497;0.054961486;0.0429;0.0304;0.0337;0.058;-0.033333333;-0.034577999
2003-11;0.0565;0.0666;31.09;0.025057699;0.01;13985.073;0.07;390.2;0.029298879;0.000540833;0.007128504;0.043;0.0296;0.0337;0.056;-0.034482759;-0.186497877
2003-12;0.0562;0.066;32.15;0.034094564;0.0098;13985.073;0.07;407.674;0.044782163;0.002702703;0.050765541;0.0427;0.0296;0.0337;0.056;0;0.241983994
2004-01;0.0554;0.0644;34.27;0.065940902;0.01;14145.645;0.047;414.495;0.016731506;0.004312668;0.017276387;0.0415;0.0291;0.0327;0.054;-0.035714286;0.124060642
2004-02;0.055;0.0627;34.74;0.013714619;0.0101;14145.645;0.047;404.73;-0.023558788;0.002147075;0.012208973;0.0408;0.0284;0.0315;0.063;0.166666667;-0.245077371
2004-03;0.0533;0.0611;36.76;0.058146229;0.01;14145.645;0.047;405.976;0.003078596;0.002142475;-0.016358919;0.0383;0.0264;0.0289;0.06;-0.047619048;0.181646584
2004-04;0.0573;0.0646;36.69;-0.001904244;0.01;14221.147;0.022;404.85;-0.002773563;0.001603421;-0.016790752;0.0435;0.0292;0.0341;0.06;0;0.106546735
