1.98e+07,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.98e+07,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.98e+07,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.9801e+07,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.9801e+07,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.9801e+07,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.9801e+07,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.9801e+07,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.9801e+07,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.9801e+07,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.9801e+07,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.981e+07,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.981e+07,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.981e+07,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.981e+07,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.9811e+07,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.9811e+07,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.9811e+07,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.9811e+07,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.9811e+07,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.9811e+07,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.9811e+07,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.9811e+07,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.982e+07,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.982e+07,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.982e+07,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.982e+07,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.9821e+07,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.9821e+07,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.9821e+07,NaN,NaN,NaN,NaN,NaN,NaN,NaN
