Date;Switzerland;France;US;China;Italy;UK;Australia;Germany;Japan;Spain;Canada;SouthKorea
31.07.1990;221.3566667;#WERT!;5945.475;#WERT!;#WERT!;1043.328333;311.2766667;#WERT!;2910.708333;#WERT!;592.72;262.5266667
31.08.1990;223.61;#WERT!;5960.03;#WERT!;#WERT!;1048.86;312.09;#WERT!;2902.81;#WERT!;594.16;263.92
28.09.1990;232.24;#WERT!;5987.575;#WERT!;#WERT!;1082.91;316.21;#WERT!;3038.4;#WERT!;599.615;268.91
31.10.1990;237.9933333;#WERT!;6005.938333;#WERT!;#WERT!;1105.61;318.9566667;#WERT!;3128.793333;#WERT!;603.2516667;272.2366667
30.11.1990;240.87;#WERT!;6015.12;#WERT!;#WERT!;1116.96;320.33;#WERT!;3173.99;#WERT!;605.07;273.9
31.12.1990;250.1;#WERT!;6009.925;#WERT!;#WERT!;1156.42;322.065;#WERT!;3367.495;#WERT!;602.58;278.05
31.01.1991;256.2533333;#WERT!;6006.461667;#WERT!;#WERT!;1182.726667;323.2216667;#WERT!;3496.498333;#WERT!;600.92;280.8166667
28.02.1991;259.33;#WERT!;6004.73;#WERT!;#WERT!;1195.88;323.8;#WERT!;3561;#WERT!;600.09;282.2
29.03.1991;265.545;#WERT!;6019.955;#WERT!;#WERT!;1226.77;324.84;#WERT!;3549.78;#WERT!;600.19;287.68
30.04.1991;269.6883333;#WERT!;6030.105;#WERT!;#WERT!;1247.363333;325.5333333;#WERT!;3542.3;#WERT!;600.2566667;291.3333333
31.05.1991;271.76;#WERT!;6035.18;#WERT!;#WERT!;1257.66;325.88;#WERT!;3538.56;#WERT!;600.29;293.16
28.06.1991;272.475;#WERT!;6081.02;#WERT!;#WERT!;1268.055;325.75;#WERT!;3510.565;#WERT!;605.38;299.57
31.07.1991;272.9516667;#WERT!;6111.58;#WERT!;#WERT!;1274.985;325.6633333;#WERT!;3491.901667;#WERT!;608.7733333;303.8433333
30.08.1991;273.19;#WERT!;6126.86;#WERT!;#WERT!;1278.45;325.62;#WERT!;3482.57;#WERT!;610.47;305.98
30.09.1991;270.45;#WERT!;6166.4;#WERT!;#WERT!;1269.32;324.565;#WERT!;3514.355;#WERT!;613.295;311.935
31.10.1991;268.6233333;#WERT!;6192.76;#WERT!;#WERT!;1263.233333;323.8616667;#WERT!;3535.545;#WERT!;615.1783333;315.905
29.11.1991;267.71;#WERT!;6205.94;#WERT!;#WERT!;1260.19;323.51;#WERT!;3546.14;#WERT!;616.12;317.89
31.12.1991;264.985;#WERT!;6235.24;#WERT!;#WERT!;1254.255;323.71;#WERT!;3671.5;#WERT!;619.345;323.505
31.01.1992;263.1683333;#WERT!;6254.773333;#WERT!;#WERT!;1250.298333;323.8433333;#WERT!;3755.073333;#WERT!;621.495;327.2483333
28.02.1992;262.26;#WERT!;6264.54;#WERT!;#WERT!;1248.32;323.91;#WERT!;3796.86;#WERT!;622.57;329.12
31.03.1992;259.84;#WERT!;6313.82;#WERT!;#WERT!;1243.785;323.85;#WERT!;3813.315;#WERT!;612.98;333.13
30.04.1992;258.2266667;#WERT!;6346.673333;#WERT!;#WERT!;1240.761667;323.81;#WERT!;3824.285;#WERT!;606.5866667;335.8033333
29.05.1992;257.42;#WERT!;6363.1;#WERT!;#WERT!;1239.25;323.79;#WERT!;3829.77;#WERT!;603.39;337.14
30.06.1992;258.25;#WERT!;6416.93;#WERT!;#WERT!;1253.44;324.515;#WERT!;3819.76;#WERT!;600.995;340.29
31.07.1992;258.8033333;#WERT!;6452.816667;#WERT!;#WERT!;1262.9;324.9983333;#WERT!;3813.086667;#WERT!;599.3983333;342.39
31.08.1992;259.08;#WERT!;6470.76;#WERT!;#WERT!;1267.63;325.24;#WERT!;3809.75;#WERT!;598.6;343.44
30.09.1992;264.64;#WERT!;6518.7;#WERT!;#WERT!;1292.045;323.99;#WERT!;3896.895;#WERT!;599.66;345.955
30.10.1992;268.3466667;#WERT!;6550.66;#WERT!;#WERT!;1308.321667;323.1566667;#WERT!;3954.991667;#WERT!;600.3666667;347.6316667
30.11.1992;270.2;#WERT!;6566.64;#WERT!;#WERT!;1316.46;322.74;#WERT!;3984.04;#WERT!;600.72;348.47
31.12.1992;271.34;#WERT!;6623.72;#WERT!;#WERT!;1303.03;320.085;#WERT!;4002.375;#WERT!;588.595;351.485
29.01.1993;272.1;#WERT!;6661.773333;#WERT!;#WERT!;1294.076667;318.315;#WERT!;4014.598333;#WERT!;580.5116667;353.495
26.02.1993;272.48;#WERT!;6680.8;491.2;#WERT!;1289.6;317.43;#WERT!;4020.71;#WERT!;576.47;354.5
31.03.1993;271.35;#WERT!;6705.13;502.38;#WERT!;1269.175;315.91;#WERT!;4076.39;#WERT!;579.22;358.2
30.04.1993;270.5966667;#WERT!;6721.35;509.8333333;#WERT!;1255.558333;314.8966667;#WERT!;4113.51;#WERT!;581.0533333;360.6666667
31.05.1993;270.22;#WERT!;6729.46;513.56;#WERT!;1248.75;314.39;#WERT!;4132.07;#WERT!;581.97;361.9
30.06.1993;271.06;#WERT!;6769.2;527.525;#WERT!;1230.405;313.15;#WERT!;4311.955;#WERT!;584.4;366.825
30.07.1993;271.62;#WERT!;6795.693333;536.835;#WERT!;1218.175;312.3233333;#WERT!;4431.878333;#WERT!;586.02;370.1083333
31.08.1993;271.9;#WERT!;6808.94;541.49;#WERT!;1212.06;311.91;#WERT!;4491.84;#WERT!;586.83;371.75
30.09.1993;268.675;#WERT!;6845.52;556.785;#WERT!;1184.15;310.265;#WERT!;4578.275;#WERT!;581.055;376.845
29.10.1993;266.525;#WERT!;6869.906667;566.9816667;#WERT!;1165.543333;309.1683333;#WERT!;4635.898333;#WERT!;577.205;380.2416667
30.11.1993;265.45;#WERT!;6882.1;572.08;#WERT!;1156.24;308.62;#WERT!;4664.71;#WERT!;575.28;381.94
31.12.1993;264.895;#WERT!;6947.92;594.68;#WERT!;1156.11;308.635;#WERT!;4621.23;#WERT!;574.035;387.31
31.01.1994;264.525;#WERT!;6991.8;609.7466667;#WERT!;1156.023333;308.645;#WERT!;4592.243333;#WERT!;573.205;390.89
28.02.1994;264.34;#WERT!;7013.74;617.28;#WERT!;1155.98;308.65;#WERT!;4577.75;#WERT!;572.79;392.68
31.03.1994;266.925;#WERT!;7064.695;611.895;#WERT!;1163.73;311.695;#WERT!;4617.635;#WERT!;574.255;400.165
29.04.1994;268.6483333;#WERT!;7098.665;608.305;#WERT!;1168.896667;313.725;#WERT!;4644.225;#WERT!;575.2316667;405.155
31.05.1994;269.51;#WERT!;7115.65;606.51;#WERT!;1171.48;314.74;#WERT!;4657.52;#WERT!;575.72;407.65
30.06.1994;271.565;#WERT!;7181.29;599.86;#WERT!;1176.425;318.645;#WERT!;4750.845;#WERT!;571.355;415.545
29.07.1994;272.935;#WERT!;7225.05;595.4266667;#WERT!;1179.721667;321.2483333;#WERT!;4813.061667;#WERT!;568.445;420.8083333
31.08.1994;273.62;#WERT!;7246.93;593.21;#WERT!;1181.37;322.55;#WERT!;4844.17;#WERT!;566.99;423.44
30.09.1994;278.48;#WERT!;7289;587.065;#WERT!;1193.005;330.08;#WERT!;4961.905;#WERT!;575.53;432.985
31.10.1994;281.72;#WERT!;7317.046667;582.9683333;#WERT!;1200.761667;335.1;#WERT!;5040.395;#WERT!;581.2233333;439.3483333
30.11.1994;283.34;#WERT!;7331.07;580.92;#WERT!;1204.64;337.61;#WERT!;5079.64;#WERT!;584.07;442.53
30.12.1994;288.54;#WERT!;7393.18;573.065;#WERT!;1222.775;345.24;#WERT!;5080.755;#WERT!;588.385;453.765
31.01.1995;292.0066667;#WERT!;7434.586667;567.8283333;#WERT!;1234.865;350.3266667;#WERT!;5081.498333;#WERT!;591.2616667;461.255
28.02.1995;293.74;#WERT!;7455.29;565.21;#WERT!;1240.91;352.87;#WERT!;5081.87;#WERT!;592.7;465
31.03.1995;299.885;#WERT!;7488.79;583.16;#WERT!;1257.89;357.67;#WERT!;5182.385;#WERT!;589.21;476.545
28.04.1995;303.9816667;#WERT!;7511.123333;595.1266667;#WERT!;1269.21;360.87;#WERT!;5249.395;#WERT!;586.8833333;484.2416667
31.05.1995;306.03;#WERT!;7522.29;601.11;#WERT!;1274.87;362.47;#WERT!;5282.9;#WERT!;585.72;488.09
30.06.1995;314.38;#WERT!;7551.645;622.48;#WERT!;1292.34;365.025;#WERT!;5663.16;#WERT!;595.175;502.5
31.07.1995;319.9466667;#WERT!;7571.215;636.7266667;#WERT!;1303.986667;366.7283333;#WERT!;5916.666667;#WERT!;601.4783333;512.1066667
31.08.1995;322.73;#WERT!;7581;643.85;#WERT!;1309.81;367.58;#WERT!;6043.42;#WERT!;604.63;516.91
29.09.1995;327.695;#WERT!;7632.065;666.195;#WERT!;1321.235;369.86;#WERT!;5772.735;#WERT!;609.58;531.31
31.10.1995;331.005;#WERT!;7666.108333;681.0916667;#WERT!;1328.851667;371.38;#WERT!;5592.278333;#WERT!;612.88;540.91
30.11.1995;332.66;#WERT!;7683.13;688.54;#WERT!;1332.66;372.14;#WERT!;5502.05;#WERT!;614.53;545.71
29.12.1995;338.19;#WERT!;7727.86;711.86;#WERT!;1337.35;375.045;#WERT!;5302.01;#WERT!;617.49;557.285
31.01.1996;341.8766667;#WERT!;7757.68;727.4066667;#WERT!;1340.476667;376.9816667;#WERT!;5168.65;#WERT!;619.4633333;565.0016667
29.02.1996;343.72;#WERT!;7772.59;735.18;#WERT!;1342.04;377.95;#WERT!;5101.97;#WERT!;620.45;568.86
29.03.1996;346.265;#WERT!;7820.53;751.285;#WERT!;1346.01;381.68;#WERT!;5009.62;#WERT!;618.56;578.655
30.04.1996;347.9616667;#WERT!;7852.49;762.0216667;#WERT!;1348.656667;384.1666667;#WERT!;4948.053333;#WERT!;617.3;585.185
31.05.1996;348.81;#WERT!;7868.47;767.39;#WERT!;1349.98;385.41;#WERT!;4917.27;#WERT!;616.67;588.45
28.06.1996;346.175;#WERT!;7950.655;782.77;#WERT!;1353.295;393.02;#WERT!;4909.13;#WERT!;620.87;594.74
31.07.1996;344.4183333;#WERT!;8005.445;793.0233333;#WERT!;1355.505;398.0933333;#WERT!;4903.703333;#WERT!;623.67;598.9333333
30.08.1996;343.54;#WERT!;8032.84;798.15;#WERT!;1356.61;400.63;#WERT!;4900.99;#WERT!;625.07;601.03
30.09.1996;341.88;#WERT!;8082.125;812.84;#WERT!;1366.135;406.445;#WERT!;4864.915;#WERT!;628.06;604.005
31.10.1996;340.7733333;#WERT!;8114.981667;822.6333333;#WERT!;1372.485;410.3216667;#WERT!;4840.865;#WERT!;630.0533333;605.9883333
29.11.1996;340.22;#WERT!;8131.41;827.53;#WERT!;1375.66;412.26;#WERT!;4828.84;#WERT!;631.05;606.98
31.12.1996;335.46;#WERT!;8195.59;845.7;#WERT!;1396.595;417.915;#WERT!;4767.405;#WERT!;640.505;609.73
31.01.1997;332.2866667;#WERT!;8238.376667;857.8133333;#WERT!;1410.551667;421.685;#WERT!;4726.448333;#WERT!;646.8083333;611.5633333
28.02.1997;330.7;#WERT!;8259.77;863.87;#WERT!;1417.53;423.57;#WERT!;4705.97;#WERT!;649.96;612.48
31.03.1997;323.48;#WERT!;8311.215;876.56;#WERT!;1440.08;427.415;#WERT!;4553.715;#WERT!;653.14;611.24
30.04.1997;318.6666667;#WERT!;8345.511667;885.02;#WERT!;1455.113333;429.9783333;#WERT!;4452.211667;#WERT!;655.26;610.4133333
30.05.1997;316.26;#WERT!;8362.66;889.25;#WERT!;1462.63;431.26;#WERT!;4401.46;#WERT!;656.32;610
30.06.1997;310.86;#WERT!;8440.745;901.83;#WERT!;1483.92;432.645;#WERT!;4438.655;#WERT!;652.625;607.785
31.07.1997;307.26;#WERT!;8492.801667;910.2166667;#WERT!;1498.113333;433.5683333;#WERT!;4463.451667;#WERT!;650.1616667;606.3083333
29.08.1997;305.46;#WERT!;8518.83;914.41;#WERT!;1505.21;434.03;#WERT!;4475.85;#WERT!;648.93;605.57
30.09.1997;299.06;#WERT!;8590.825;926.11;#WERT!;1524.17;433.31;#WERT!;4506.005;#WERT!;654.09;605.98
31.10.1997;294.7933333;#WERT!;8638.821667;933.91;#WERT!;1536.81;432.83;#WERT!;4526.108333;#WERT!;657.53;606.2533333
28.11.1997;292.66;#WERT!;8662.82;937.81;#WERT!;1543.13;432.59;#WERT!;4536.16;#WERT!;659.25;606.39
31.12.1997;289.785;#WERT!;8714.365;949.74;#WERT!;1551.955;428.86;#WERT!;4406.605;#WERT!;657.655;594.52
30.01.1998;287.8683333;#WERT!;8748.728333;957.6933333;#WERT!;1557.838333;426.3733333;#WERT!;4320.235;#WERT!;656.5916667;586.6066667
27.02.1998;286.91;#WERT!;8765.91;961.67;#WERT!;1560.78;425.13;#WERT!;4277.05;#WERT!;656.06;582.65
31.03.1998;287.075;#WERT!;8816.195;970.075;#WERT!;1569.77;420.51;#WERT!;4204.195;#WERT!;654.84;551.4
30.04.1998;287.185;#WERT!;8849.718333;975.6783333;#WERT!;1575.763333;417.43;#WERT!;4155.625;#WERT!;654.0266667;530.5666667
29.05.1998;287.24;#WERT!;8866.48;978.48;#WERT!;1578.76;415.89;#WERT!;4131.34;#WERT!;653.62;520.15
30.06.1998;287.51;#WERT!;8918.09;985.525;#WERT!;1589.725;408.135;#WERT!;4006.5;#WERT!;650.105;492.405
31.07.1998;287.69;#WERT!;8952.496667;990.2216667;#WERT!;1597.035;402.965;#WERT!;3923.273333;#WERT!;647.7616667;473.9083333
31.08.1998;287.78;#WERT!;8969.7;992.57;#WERT!;1600.69;400.38;#WERT!;3881.66;#WERT!;646.59;464.66
30.09.1998;289.17;#WERT!;9045.4;1000.415;#WERT!;1609.925;393.19;#WERT!;3820.495;#WERT!;633.6;438.09
30.10.1998;290.0966667;#WERT!;9095.866667;1005.645;#WERT!;1616.081667;388.3966667;#WERT!;3779.718333;#WERT!;624.94;420.3766667
30.11.1998;290.56;#WERT!;9121.1;1008.26;#WERT!;1619.16;386;#WERT!;3759.33;#WERT!;620.61;411.52
31.12.1998;292.955;#WERT!;9207.545;1018.665;#WERT!;1635.49;383.33;#WERT!;4103.99;#WERT!;619.37;399.535
29.01.1999;294.5516667;#WERT!;9265.175;1025.601667;#WERT!;1646.376667;381.55;#WERT!;4333.763333;#WERT!;618.5433333;391.545
26.02.1999;295.35;#WERT!;9293.99;1029.07;#WERT!;1651.82;380.66;#WERT!;4448.65;#WERT!;618.13;387.55
31.03.1999;296.765;#WERT!;9355.625;1037.005;#WERT!;1662.015;380.77;#WERT!;4459.1;#WERT!;631.58;402.865
30.04.1999;297.7083333;#WERT!;9396.715;1042.295;#WERT!;1668.811667;380.8433333;#WERT!;4466.066667;#WERT!;640.5466667;413.075
31.05.1999;298.18;386.16;9417.26;1044.94;324.24;1672.21;380.88;571.89;4469.55;162.64;645.03;418.18
30.06.1999;297.8;569.73;9470.705;1052.625;477.835;1674.185;385.235;841.745;4389.88;240.37;659.95;431.235
30.07.1999;297.5466667;692.11;9506.335;1057.748333;580.2316667;1675.501667;388.1383333;1021.648333;4336.766667;292.19;669.8966667;439.9383333
31.08.1999;297.42;753.3;9524.15;1060.31;631.43;1676.16;389.59;1111.6;4310.21;318.1;674.87;444.29
30.09.1999;296.53;937.81;9603.005;1068.045;785.81;1678.225;396.14;1382.085;4458.205;396.715;681.13;457.425
29.10.1999;295.9366667;1060.816667;9655.575;1073.201667;888.73;1679.601667;400.5066667;1562.408333;4556.868333;449.125;685.3033333;466.1816667
30.11.1999;295.64;1122.32;9681.86;1075.78;940.19;1680.29;402.69;1652.57;4606.2;475.33;687.39;470.56
31.12.1999;292.635;1307.21;9790.62;1084.89;1095.62;1681.35;406.885;1921.48;4793.485;555.075;697.3;484.33
31.01.2000;290.6316667;1430.47;9863.126667;1090.963333;1199.24;1682.056667;409.6816667;2100.753333;4918.341667;608.2383333;703.9066667;493.51
29.02.2000;289.63;1492.1;9899.38;1094;1251.05;1682.41;411.08;2190.39;4980.77;634.82;707.21;498.1
31.03.2000;286.905;1477.885;9951.12;1105.89;1238.955;1688.92;414.51;2163.17;4953.905;631.145;721.675;510.225
28.04.2000;285.0883333;1468.408333;9985.613333;1113.816667;1230.891667;1693.26;416.7966667;2145.023333;4935.995;628.695;731.3183333;518.3083333
31.05.2000;284.18;1463.67;10002.86;1117.78;1226.86;1695.43;417.94;2135.95;4927.04;627.47;736.14;522.35
30.06.2000;282.685;1451.695;10125.27;1132.74;1217.395;1698.655;416.655;2112.51;4929.95;624.535;739.29;533.86
31.07.2000;281.6883333;1443.711667;10206.87667;1142.713333;1211.085;1700.805;415.7983333;2096.883333;4931.89;622.5783333;741.39;541.5333333
31.08.2000;281.19;1439.72;10247.68;1147.7;1207.93;1701.88;415.37;2089.07;4932.86;621.6;742.44;545.37
29.09.2000;279.36;1423.55;10283.755;1163.745;1194.605;1696.93;413.26;2057.98;4907.475;616.83;749.695;556.085
31.10.2000;278.14;1412.77;10307.805;1174.441667;1185.721667;1693.63;411.8533333;2037.253333;4890.551667;613.65;754.5316667;563.2283333
30.11.2000;277.53;1407.38;10319.83;1179.79;1181.28;1691.98;411.15;2026.89;4882.09;612.06;756.95;566.8
29.12.2000;274.915;1386.28;10379.425;1195.57;1164.24;1675.915;404.77;1987.195;4849.23;604.87;749.875;571.615
31.01.2001;273.1716667;1372.213333;10419.155;1206.09;1152.88;1665.205;400.5166667;1960.731667;4827.323333;600.0766667;745.1583333;574.825
28.02.2001;272.3;1365.18;10439.02;1211.35;1147.2;1659.85;398.39;1947.5;4816.37;597.68;742.8;576.43
30.03.2001;272.935;1361.96;10455.95;1228.02;1145.895;1646.41;392.725;1938.6;4662.68;598.805;747.91;573.49
30.04.2001;273.3583333;1359.813333;10467.23667;1239.133333;1145.025;1637.45;388.9483333;1932.666667;4560.22;599.555;751.3166667;571.53
31.05.2001;273.57;1358.74;10472.88;1244.69;1144.59;1632.97;387.06;1929.7;4508.99;599.93;753.02;570.55
29.06.2001;273.225;1354.6;10535.35;1260.915;1142.38;1626.685;383.135;1919.745;4399.98;600.825;750.575;566.29
31.07.2001;272.995;1351.84;10576.99667;1271.731667;1140.906667;1622.495;380.5183333;1913.108333;4327.306667;601.4216667;748.945;563.45
31.08.2001;272.88;1350.46;10597.82;1277.14;1140.17;1620.4;379.21;1909.79;4290.97;601.72;748.13;562.03
28.09.2001;273.835;1354.3;10597.055;1293.015;1144.735;1622.57;376.385;1912.84;4280.765;606.7;742.705;557.285
31.10.2001;274.4716667;1356.86;10596.545;1303.598333;1147.778333;1624.016667;374.5016667;1914.873333;4273.961667;610.02;739.0883333;554.1216667
30.11.2001;274.79;1358.14;10596.29;1308.89;1149.3;1624.74;373.56;1915.89;4270.56;611.68;737.28;552.54
31.12.2001;276.845;1368.36;10628.29;1324.145;1158.425;1632.925;375.095;1932.01;4220.97;619.71;728.12;550.425
31.01.2002;278.215;1375.173333;10649.62333;1334.315;1164.508333;1638.381667;376.1183333;1942.756667;4187.91;625.0633333;722.0133333;549.015
28.02.2002;278.9;1378.58;10660.29;1339.4;1167.55;1641.11;376.63;1948.13;4171.38;627.74;718.96;548.31
29.03.2002;278.485;1375.05;10724.62;1352.755;1164.87;1645.375;378.68;1937.89;4039.065;629.12;722.81;552.76
30.04.2002;278.2083333;1372.696667;10767.50667;1361.658333;1163.083333;1648.218333;380.0466667;1931.063333;3950.855;630.04;725.3766667;555.7266667
31.05.2002;278.07;1371.52;10788.95;1366.11;1162.19;1649.64;380.73;1927.65;3906.75;630.5;726.66;557.21
28.06.2002;281.15;1385.855;10841.08;1381.02;1174.65;1662.7;387.935;1942.385;3988.065;640.35;744.835;566.835
31.07.2002;283.2033333;1395.411667;10875.83333;1390.96;1182.956667;1671.406667;392.7383333;1952.208333;4042.275;646.9166667;756.9516667;573.2516667
30.08.2002;284.23;1400.19;10893.21;1395.93;1187.11;1675.76;395.14;1957.12;4069.38;650.2;763.01;576.46
30.09.2002;289.05;1424.285;10942.63;1413.595;1208.555;1702.195;401.73;1987.42;4196.11;664.315;766.88;589.49
31.10.2002;292.2633333;1440.348333;10975.57667;1425.371667;1222.851667;1719.818333;406.1233333;2007.62;4280.596667;673.725;769.46;598.1766667
29.11.2002;293.87;1448.38;10992.05;1431.26;1230;1728.63;408.32;2017.72;4322.84;678.43;770.75;602.52
31.12.2002;298.37;1475.235;11031.755;1450.91;1253.175;1759.26;416.375;2049.625;4267.33;693.76;776.035;616.04
31.01.2003;301.37;1493.138333;11058.225;1464.01;1268.625;1779.68;421.745;2070.895;4230.323333;703.98;779.5583333;625.0533333
28.02.2003;302.87;1502.09;11071.46;1470.56;1276.35;1789.89;424.43;2081.53;4211.82;709.09;781.32;629.56
31.03.2003;310.94;1546.335;11127.485;1491.88;1314.675;1828.725;434.91;2136.535;4261.57;733.77;804.495;642.625
30.04.2003;316.32;1575.831667;11164.835;1506.093333;1340.225;1854.615;441.8966667;2173.205;4294.736667;750.2233333;819.945;651.335
30.05.2003;319.01;1590.58;11183.51;1513.2;1353;1867.56;445.39;2191.54;4311.32;758.45;827.67;655.69
30.06.2003;326.385;1638.775;11248.195;1533.39;1395.87;1903.68;457.275;2253.015;4332.165;786.18;856.875;663.83
31.07.2003;331.3016667;1670.905;11291.31833;1546.85;1424.45;1927.76;465.1983333;2293.998333;4346.061667;804.6666667;876.345;669.2566667
29.08.2003;333.76;1686.97;11312.88;1553.58;1438.74;1939.8;469.16;2314.49;4353.01;813.91;886.08;671.97
30.09.2003;337.68;1721.43;11440.105;1577.945;1470.01;1962.545;484.09;2355.59;4374.885;834.77;899.12;678.64
31.10.2003;340.2933333;1744.403333;11524.92167;1594.188333;1490.856667;1977.708333;494.0433333;2382.99;4389.468333;848.6766667;907.8133333;683.0866667
28.11.2003;341.6;1755.89;11567.33;1602.31;1501.28;1985.29;499.02;2396.69;4396.76;855.63;912.16;685.31
31.12.2003;347.825;1801.895;11668.3;1631.295;1540.675;2021.075;519.86;2452.18;4579.425;882.205;939.725;694.24
30.01.2004;351.975;1832.565;11735.61333;1650.618333;1566.938333;2044.931667;533.7533333;2489.173333;4701.201667;899.9216667;958.1016667;700.1933333
27.02.2004;354.05;1847.9;11769.27;1660.28;1580.07;2056.86;540.7;2507.67;4762.09;908.78;967.29;703.17
31.03.2004;359.55;1893.92;11844.72;1688.785;1619.08;2107.67;564.235;2563.235;4810.68;934.72;975.64;712.84
30.04.2004;363.2166667;1924.6;11895.02;1707.788333;1645.086667;2141.543333;579.925;2600.278333;4843.073333;952.0133333;981.2066667;719.2866667
31.05.2004;365.05;1939.94;11920.17;1717.29;1658.09;2158.48;587.77;2618.8;4859.27;960.66;983.99;722.51
30.06.2004;368.785;1965.125;12014.58;1754.53;1679.65;2204.255;601.51;2647.195;4798.015;975.35;980.895;734.445
30.07.2004;371.275;1981.915;12077.52;1779.356667;1694.023333;2234.771667;610.67;2666.125;4757.178333;985.1433333;978.8316667;742.4016667
31.08.2004;372.52;1990.31;12108.99;1791.77;1701.21;2250.03;615.25;2675.59;4736.76;990.04;977.8;746.38
30.09.2004;377.775;2020.21;12206.165;1831.43;1724.76;2296.275;626.2;2707.15;4742.8;1008.62;1005.89;756.315
29.10.2004;381.2783333;2040.143333;12270.94833;1857.87;1740.46;2327.105;633.5;2728.19;4746.826667;1021.006667;1024.616667;762.9383333
30.11.2004;383.03;2050.11;12303.34;1871.09;1748.31;2342.52;637.15;2738.71;4748.84;1027.2;1033.98;766.25
31.12.2004;388.765;2083.635;12412.88;1913.225;1776.295;2381.105;647.095;2772.045;4843.26;1048.4;1077.44;780.405
31.01.2005;392.5883333;2105.985;12485.90667;1941.315;1794.951667;2406.828333;653.725;2794.268333;4906.206667;1062.533333;1106.413333;789.8416667
28.02.2005;394.5;2117.16;12522.42;1955.36;1804.28;2419.69;657.04;2805.38;4937.68;1069.6;1120.9;794.56
31.03.2005;398.79;2139.995;12641.88;1991.07;1821.625;2442.29;664.035;2825.79;4965.275;1086.19;1123.51;813.765
29.04.2005;401.65;2155.218333;12721.52;2014.876667;1833.188333;2457.356667;668.6983333;2839.396667;4983.671667;1097.25;1125.25;826.5683333
31.05.2005;403.08;2162.83;12761.34;2026.78;1838.97;2464.89;671.03;2846.2;4992.87;1102.78;1126.12;832.97
30.06.2005;406.58;2183.66;12835.68;2063.595;1853.625;2489.86;683.185;2863.04;4928.875;1119.235;1125.61;853.105
29.07.2005;408.9133333;2197.546667;12885.24;2088.138333;1863.395;2506.506667;691.2883333;2874.266667;4886.211667;1130.205;1125.27;866.5283333
31.08.2005;410.08;2204.49;12910.02;2100.41;1868.28;2514.83;695.34;2879.88;4864.88;1135.69;1125.1;873.24
30.09.2005;411.585;2213.385;13026.445;2142.85;1875.165;2526.28;708.115;2884.295;4797.31;1145.96;1160.625;891.675
31.10.2005;412.5883333;2219.315;13104.06167;2171.143333;1879.755;2533.913333;716.6316667;2887.238333;4752.263333;1152.806667;1184.308333;903.965
30.11.2005;413.09;2222.28;13142.87;2185.29;1882.05;2537.73;720.89;2888.71;4729.74;1156.23;1196.15;910.11
30.12.2005;410.92;2208.46;13237.595;2237.12;1870.33;2538.41;726.63;2865.715;4608.65;1154.715;1224.175;922.535
31.01.2006;409.4733333;2199.246667;13300.745;2271.673333;1862.516667;2538.863333;730.4566667;2850.385;4527.923333;1153.705;1242.858333;930.8183333
28.02.2006;408.75;2194.64;13332.32;2288.95;1858.61;2539.09;732.37;2842.72;4487.56;1153.2;1252.2;934.96
31.03.2006;406.96;2182.485;13468.125;2336.99;1846.995;2536.68;734.77;2822.215;4494.255;1152.385;1265.175;947.215
28.04.2006;405.7666667;2174.381667;13558.66167;2369.016667;1839.251667;2535.073333;736.37;2808.545;4498.718333;1151.841667;1273.825;955.385
31.05.2006;405.17;2170.33;13603.93;2385.03;1835.38;2534.27;737.17;2801.71;4500.95;1151.57;1278.15;959.47
30.06.2006;407.705;2184.17;13676.87;2443.165;1845.185;2547.695;741.165;2817.69;4551.14;1163.82;1303.655;972.66
31.07.2006;409.395;2193.396667;13725.49667;2481.921667;1851.721667;2556.645;743.8283333;2828.343333;4584.6;1171.986667;1320.658333;981.4533333
31.08.2006;410.24;2198.01;13749.81;2501.3;1854.99;2561.12;745.16;2833.67;4601.33;1176.07;1329.16;985.85
29.09.2006;414.88;2224.09;13808.64;2557.93;1874.995;2595.935;752.055;2865.545;4554.695;1194.9;1335.84;1001.24
31.10.2006;417.9733333;2241.476667;13847.86;2595.683333;1888.331667;2619.145;756.6516667;2886.795;4523.605;1207.453333;1340.293333;1011.5
30.11.2006;419.52;2250.17;13867.47;2614.56;1895;2630.75;758.95;2897.42;4508.06;1213.73;1342.52;1016.63
29.12.2006;425.675;2287.3;13952.35;2684.935;1924.405;2675.49;770.38;2947.985;4510.09;1237.79;1336.215;1035.195
31.01.2007;429.7783333;2312.053333;14008.93667;2731.851667;1944.008333;2705.316667;778;2981.695;4511.443333;1253.83;1332.011667;1047.571667
28.02.2007;431.83;2324.43;14037.23;2755.31;1953.81;2720.23;781.81;2998.55;4512.12;1261.85;1329.91;1053.76
30.03.2007;437.895;2363.975;14122.9;2831.17;1985.6;2773.665;797.41;3052.285;4492.23;1288.17;1325.215;1067.69
30.04.2007;441.9383333;2390.338333;14180.01333;2881.743333;2006.793333;2809.288333;807.81;3088.108333;4478.97;1305.716667;1322.085;1076.976667
31.05.2007;443.96;2403.52;14208.57;2907.03;2017.39;2827.1;813.01;3106.02;4472.34;1314.49;1320.52;1081.62
29.06.2007;448.59;2439.625;14295.465;3000.185;2043.985;2872.18;834.26;3152.31;4448.36;1338.06;1378.515;1096.015
31.07.2007;451.6766667;2463.695;14353.395;3062.288333;2061.715;2902.233333;848.4266667;3183.17;4432.373333;1353.773333;1417.178333;1105.611667
