Date,SVENY01,SVENY02,SVENY03,SVENY04,SVENY05,SVENY06,SVENY07,SVENY08,SVENY09,SVENY10,SVENY11,SVENY12,SVENY13,SVENY14,SVENY15,SVENY16,SVENY17,SVENY18,SVENY19,SVENY20,SVENY21,SVENY22,SVENY23,SVENY24,SVENY25,SVENY26,SVENY27,SVENY28,SVENY29,SVENY30
1961-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961-07-31,0.003493570623806866,0.0035986751182695877,0.002785821859061659,0.0012753126252720915,-0.0005007154005846205,-0.0023417714027059193,-0.004146599249484352,,,,,,,,,,,,,,,,,,,,,,,
1961-08-31,0.00041896584913585385,-0.000443927603717442,-0.0009907194449080658,-0.001059455368838709,-0.0009008400505362353,-0.0006642053806536562,-0.00041840905480317324,,,,,,,,,,,,,,,,,,,,,,,
1961-09-30,0.0029087847640010527,0.004153637866293732,0.005933290440192486,0.007669544289245014,0.00930014113869094,0.010847770673775408,0.012321658814941091,,,,,,,,,,,,,,,,,,,,,,,
1961-10-31,0.0027933452312225724,0.004305792601679582,0.005097396301280998,0.00508656106885883,0.004611298958415157,0.0039255078885270895,0.003176748758482917,,,,,,,,,,,,,,,,,,,,,,,
1961-11-30,0.0014256424159792614,0.001524337767425036,0.0011921474256554464,0.00047387439130878415,-0.0001967851565384779,-0.0003790282572863072,0.0002696243291431046,,,,,,,,,,,,,,,,,,,,,,,
1961-12-31,0.001234493256606701,0.0005072798040021327,3.1050337736866695e-05,-0.0001676111786638557,-3.4823360183282676e-05,0.0005149691765087877,0.0015455453513446371,,,,,,,,,,,,,,,,,,,,,,,
1962-01-31,0.002169983733679738,0.00013739314110254808,-0.0008734197295978694,-0.0008100952873244622,-0.0004391736685940193,-0.0005688005831852705,-0.0018061779167787887,,,,,,,,,,,,,,,,,,,,,,,
1962-02-28,0.003598539392292583,0.007051831956439589,0.010073693677790587,0.01222148926451951,0.013633878700554014,0.014539449195820833,0.015124469565666845,,,,,,,,,,,,,,,,,,,,,,,
1962-03-31,0.0041464108502757505,0.0061384336903197445,0.0073764233792097175,0.007881191981896992,0.007843782890559673,0.0074511599011532915,0.006855296520961133,,,,,,,,,,,,,,,,,,,,,,,
1962-04-30,0.00199180923064166,0.0010595192095806426,0.0009569920507346607,0.0017646258348761855,0.003211388263776584,0.00504167358291813,0.007063731469303699,,,,,,,,,,,,,,,,,,,,,,,
1962-05-31,0.0030231592005188755,0.004541165313997662,0.004862601539871597,0.00400345874645384,0.00231290462312321,0.00013314367430000836,-0.0023040750785739477,,,,,,,,,,,,,,,,,,,,,,,
1962-06-30,0.00068054973077118,-0.0004036737743168991,-0.0018606950836605911,-0.0030077439285114264,-0.003627155513761321,-0.0038219949003562978,-0.003711799603750462,,,,,,,,,,,,,,,,,,,,,,,
1962-07-31,0.0018404535171607443,0.0010099478330988655,0.0009939445301972948,0.0010881190214775548,0.0010042136915869757,0.0007470486293129786,0.0003512898550473638,,,,,,,,,,,,,,,,,,,,,,,
1962-08-31,0.00394738833822964,0.007527581183749156,0.009552823174771003,0.01013326862992556,0.009891902441856237,0.009254824634959358,0.008466428541506383,,,,,,,,,,,,,,,,,,,,,,,
1962-09-30,0.0035121461132606854,0.003800476598770057,0.003798267414038574,0.0037302050635355088,0.0036506211320737245,0.0035736212717279955,0.003511783019125493,,,,,,,,,,,,,,,,,,,,,,,
1962-10-31,0.002550123050192769,0.0020595262408217452,0.002290747470760387,0.0028938121792966886,0.0035047820217191314,0.003987898094402942,0.004315963868010523,,,,,,,,,,,,,,,,,,,,,,,
1962-11-30,0.0011926884216702353,0.0015695006957405265,0.00233070394331793,0.0031001487122407803,0.003781765123720929,0.0043650147674742686,0.004875913313311046,,,,,,,,,,,,,,,,,,,,,,,
1962-12-31,0.0019552382979482544,0.0021805560157860315,0.003274547163829651,0.004747911440914065,0.006133638557340267,0.007162155987293631,0.007724972669917954,,,,,,,,,,,,,,,,,,,,,,,
1963-01-31,0.0037043449827377562,0.0029736433510763756,0.0007501164681030793,-0.0011390881522492379,-0.0020541972980713894,-0.0019793887926804975,-0.0010825169993570036,,,,,,,,,,,,,,,,,,,,,,,
1963-02-28,0.002885394507400489,0.002359560394798171,0.002290995233621441,0.0020423761865286626,0.0014393913928186083,0.0005758376002659211,-0.00043707361685234937,,,,,,,,,,,,,,,,,,,,,,,
1963-03-31,0.0010252011881258698,0.0017432057615440933,0.0024044204685037315,0.0026557826732660295,0.0025590535705070417,0.0022521968121588035,0.0018407546189699079,,,,,,,,,,,,,,,,,,,,,,,
1963-04-30,0.0025438008900352687,0.002671352206473121,0.0025148831990266262,0.002582016884560442,0.0030130928860488643,0.0037213918272042327,0.004599620519247432,,,,,,,,,,,,,,,,,,,,,,,
1963-05-31,0.0018017344009908735,0.0014470329529453676,0.0011087257405861842,0.0009992422837966702,0.001077842725455336,0.0012591646569666947,0.0014842333436724143,,,,,,,,,,,,,,,,,,,,,,,
1963-06-30,0.0026814702442186683,0.0023667260355934466,0.0017827636049036143,0.0012753126252720915,0.0008581517165091768,0.0004946050214322655,0.00014836425917274807,,,,,,,,,,,,,,,,,,,,,,,
1963-07-31,0.00018267663973202478,-0.0015447782133783028,-0.0015896692652410706,-0.0006580670009982437,0.0006044088294836008,0.001928101197798919,0.003230990409347375,,,,,,,,,,,,,,,,,,,,,,,
1963-08-31,0.0013153167168571266,0.0015204338407347462,0.001996726891823626,0.0019115902404534808,0.0014135767910068934,0.0007002365172546169,-0.0001049770740497368,,,,,,,,,,,,,,,,,,,,,,,
